Billing Date,Service Name,Organization Name,Customer Number,Product ID,Product Name,Item Code,Quantity,Unit Cost Price,Unit Sales Price,Total Cost,Total Sales,Margin Amount,Margin Percentage,Currency Code,Payment Frequency,Purchase Order Number,Subscription ID,Subscription Name,Billing Line Details,Organization Currency Code,Organization Groups,Opportunity Number
5/7/2023,Microsoft 365,A&D Mortgage,673732,CFQ7TTC0HL8W,Power BI Premium Per User,CFQ7TTC0HL8W:0001:P1Y:MONTHLY,130,16,17.78,2080,2311.4,231.4,10.01124859,USD,MONTHLY,,507070BD-3F7E-4677-D678-5B09792D67DF,Power BI Premium Per User,cycleCharge. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Jarid Italiano;Matthew Davis,90385
5/7/2023,Microsoft 365,A&D Mortgage,673732,CFQ7TTC0HL8W,Power BI Premium Per User,CFQ7TTC0HL8W:0001:P1Y:MONTHLY,133,13.87,15.40933333,1844.71,2049.441333,204.7313333,9.989616683,USD,MONTHLY,,507070BD-3F7E-4677-D678-5B09792D67DF,Power BI Premium Per User,addQuantity. From 05 Apr 2023 to 30 Apr 2023 (26 days),USD,Jarid Italiano;Matthew Davis,90385
5/7/2023,Microsoft 365,A&D Mortgage,673732,CFQ7TTC0HL8T,Power BI Premium Per User Add-On,CFQ7TTC0HL8T:0001:P1Y:MONTHLY,1,5.6,6.223,5.6,6.223,0.623,10.01124859,USD,MONTHLY,,595F1557-A01B-4DF1-CA9D-E4CED0CD9AA9,Power BI Premium Per User Add On,new. From 10 Apr 2023 to 30 Apr 2023 (21 days),USD,Jarid Italiano;Matthew Davis,90385
5/7/2023,Microsoft 365,A&D Mortgage,673732,CFQ7TTC0LHSF,Power BI Pro,CFQ7TTC0LHSF:0001:P1Y:MONTHLY,40,8,8.79,320,351.6,31.6,8.987485779,USD,MONTHLY,,F0B1C860-F226-4973-DC0C-33B79D54042D,Power BI Pro,cycleCharge. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Jarid Italiano;Matthew Davis,90385
5/7/2023,Microsoft 365,ABS Graphics,538256,CFQ7TTC0LFLZ,Microsoft 365 E5,CFQ7TTC0LFLZ:0002:P1Y:MONTHLY,90,45.6,48,4104,4320,216,5,USD,MONTHLY,Quote #: 3658286,DB558F88-E6D0-442F-D30F-6469785027E5,Microsoft 365 E5,cycleCharge. From 24 Apr 2023 to 23 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;NOC;Ryan Spencer,88952
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LFLS,Azure Active Directory Premium P1,CFQ7TTC0LFLS:0002:P1Y:MONTHLY,25,4.8,5.33,120,133.25,13.25,9.943714822,USD,MONTHLY,,8726BC01-70BE-4804-CEB3-F3E84CDC24B5,Azure Active Directory Premium P1,cycleCharge. From 07 Apr 2023 to 06 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LH16,Exchange Online (Plan 1),CFQ7TTC0LH16:0001:P1Y:MONTHLY,25,3.2,3.56,80,89,9,10.11235955,USD,MONTHLY,,9784B704-F622-4044-DDDA-55189C9CE639,Exchange Online (Plan 1),cycleCharge. From 07 Apr 2023 to 06 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LCHC,Microsoft 365 Business Premium,CFQ7TTC0LCHC:0002:P1Y:MONTHLY,79,-5.28,-5.868,-417.12,-463.572,-46.452,10.0204499,USD,MONTHLY,,6EDE5FE4-6BA1-4628-C9D4-77848D8F21DC,Microsoft 365 Business Premium,addQuantity. From 28 Apr 2023 to 06 May 2023 (9 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LCHC,Microsoft 365 Business Premium,CFQ7TTC0LCHC:0002:P1Y:MONTHLY,79,15.84,17.604,1251.36,1390.716,139.356,10.0204499,USD,MONTHLY,,6EDE5FE4-6BA1-4628-C9D4-77848D8F21DC,Microsoft 365 Business Premium,addQuantity. From 10 Apr 2023 to 06 May 2023 (27 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LCHC,Microsoft 365 Business Premium,CFQ7TTC0LCHC:0002:P1Y:MONTHLY,78,-15.84,-17.604,-1235.52,-1373.112,-137.592,10.0204499,USD,MONTHLY,,6EDE5FE4-6BA1-4628-C9D4-77848D8F21DC,Microsoft 365 Business Premium,addQuantity. From 10 Apr 2023 to 06 May 2023 (27 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LCHC,Microsoft 365 Business Premium,CFQ7TTC0LCHC:0002:P1Y:MONTHLY,80,5.28,5.868,422.4,469.44,47.04,10.0204499,USD,MONTHLY,,6EDE5FE4-6BA1-4628-C9D4-77848D8F21DC,Microsoft 365 Business Premium,addQuantity. From 28 Apr 2023 to 06 May 2023 (9 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LCHC,Microsoft 365 Business Premium,CFQ7TTC0LCHC:0002:P1Y:MONTHLY,78,17.6,19.56,1372.8,1525.68,152.88,10.0204499,USD,MONTHLY,,6EDE5FE4-6BA1-4628-C9D4-77848D8F21DC,Microsoft 365 Business Premium,cycleCharge. From 07 Apr 2023 to 06 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0LHSL,Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL:0001:P1Y:MONTHLY,1,0,4,0,4,4,0,USD,MONTHLY,,BFD3625D-DD35-4914-CC67-7FDE4268A5B3,Microsoft 365 Audio Conferencing,cycleCharge. From 13 Apr 2023 to 12 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,"Acme Monaco, Inc.",502411,CFQ7TTC0HD32,Visio Plan 2,CFQ7TTC0HD32:0002:P1Y:MONTHLY,2,12,13.33,24,26.66,2.66,9.977494374,USD,MONTHLY,,BA8CDD08-4306-4B3E-C459-3DAD94B80927,Visio Plan 2,cycleCharge. From 07 Apr 2023 to 06 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;Matthew Davis;NOC,86592
5/7/2023,Microsoft 365,Adpearance,595499,CFQ7TTC0LGZT,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT:0001:P1Y:MONTHLY,158,9.6,11.57,1516.8,1828.06,311.26,17.02679343,USD,MONTHLY,,AB9484B9-E240-44FC-DD2D-F6EFAD34D6D9,Microsoft 365 Apps for enterprise,cycleCharge. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;Joe Menard;NOC,84038
5/7/2023,Microsoft 365,Adpearance,595499,CFQ7TTC0HD32,Visio Plan 2,CFQ7TTC0HD32:0002:P1Y:MONTHLY,1,12,14.46,12,14.46,2.46,17.01244813,USD,MONTHLY,,6B21DC0F-11F8-4E79-DE85-A09606AA74BD,Visio Plan 2,cycleCharge. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;Joe Menard;NOC,84038
5/7/2023,Microsoft Azure Consumption,Advanced Input Devices,667044,DZH318Z0BQDH,Visual Studio Subscription,DZH318Z0BQDH,1,38.25,45,38.25,45,6.75,15,USD,,,48621141-5CFC-4501-B22D-B1C964BF163A,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP05,Backup,DZH318Z0BP05,3.27016129,8.5,10,27.79,32.7016129,4.9116129,15.01948211,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP05,Backup,DZH318Z0BP05,1112.365753,0.03808,0.0448,42.35,49.83398573,7.483985734,15.01783496,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0C5TM,Bandwidth Inter-Region,DZH318Z0C5TM,0.00624605,0.068,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0C5TM,Bandwidth Inter-Region,DZH318Z0C5TM,0.09172094,0,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNZH,General Block Blob,DZH318Z0BNZH,77.5378,0.000306,0.00036,0.02,0.027913608,0.007913608,28.35035872,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNZH,General Block Blob,DZH318Z0BNZH,0.0745,0.000306,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNXN,IP Addresses,DZH318Z0BNXN,720,0.00306,0.0036,2.2,2.592,0.392,15.12345679,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNXN,IP Addresses,DZH318Z0BNXN,1.01333333,0.00425,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP04,Premium SSD Managed Disks,DZH318Z0BP04,0.001389,17.5185,20.61,0.02,0.02862729,0.00862729,30.13659344,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP04,Premium SSD Managed Disks,DZH318Z0BP04,0.001389,114.8945,135.17,0.15,0.18775113,0.03775113,20.10700548,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNVX,Rtn Preference: MGN,DZH318Z0BNVX,676.5851551,0.102,0.12,69.01,81.19021861,12.18021861,15.00207638,USD,,,97E7621C-2372-4939-CE20-96B8F65445D5,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNVX,Rtn Preference: MGN,DZH318Z0BNVX,99.99999999,0,0,0,0,0,0,USD,,,97E7621C-2372-4939-CE20-96B8F65445D5,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,3.00024,5.0048,5.888,15.01,17.66541312,2.65541312,15.03170688,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,3827.7317,0.000425,0.0005,1.62,1.91386585,0.29386585,15.35456887,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,1.00008,1.3056,1.536,1.3,1.53612288,0.23612288,15.37135363,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,1.00008,9.6288,11.328,9.62,11.32890624,1.70890624,15.08447686,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNZF,Standard Page Blob,DZH318Z0BNZF,9.147,0.000306,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNZF,Standard Page Blob,DZH318Z0BNZF,4.4639,0.000306,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNZF,Standard Page Blob,DZH318Z0BNZF,0.006307,0.03825,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,1.00008,65.28,76.8,65.28,76.806144,11.526144,15.00679946,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,1.00008,130.56,153.6,130.57,153.612288,23.042288,15.00028956,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,1.00008,8.16,9.6,8.16,9.600768,1.440768,15.00679946,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,15.66105,0.1173,0.138,1.83,2.1612249,0.3312249,15.32579511,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,7868.7075,0.0017,0.002,13.37,15.737415,2.367415,15.0432266,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNZ5,Tables,DZH318Z0BNZ5,0.005934,0.03825,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNZ5,Tables,DZH318Z0BNZ5,0.4388,0.000306,0,0,0,0,0,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BQNH,Virtual Machines BS Series Windows,DZH318Z0BQNH,719.983353,0.057715,0.0679,41.55,48.88686967,7.336869669,15.00785327,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BQNH,Virtual Machines BS Series Windows,DZH318Z0BQNH,2159.933412,0.1088,0.128,235,276.4714767,41.47147674,15.00027317,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BQ34,Virtual Machines Dv2 Series,DZH318Z0BQ34,0.400008,0.1547,0.182,0.06,0.072801456,0.012801456,17.5840659,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BQ4X,Virtual Machines FSv2 Series,DZH318Z0BQ4X,719.983353,0.09945,0.117,71.6,84.2380523,12.6380523,15.00278313,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
5/7/2023,Microsoft Azure Consumption,Advanced Input Systems,667044,DZH318Z0BNVV,Virtual Network Peering,DZH318Z0BNVV,590.4504502,0.0085,0.01,5.01,5.904504502,0.894504502,15.14952696,USD,,,6F200800-F91E-42B3-B876-D824EC3016E8,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Carlton Johnson;Elizabeth Kasbeer;Jarid Italiano;NOC,78769
